Attendee,Join Time,Leave Time,Date
Maggie Franco,11/9/2021 16:32,11/9/2021 16:45,11/9/2021
Maggie Franco,11/9/2021 16:58,11/9/2021 19:09,11/9/2021
Enzo Kidd,11/9/2021 13:57,11/9/2021 19:04,11/9/2021
Aaliyah Price,11/9/2021 14:04,11/9/2021 14:08,11/9/2021
Parker Mendez,11/9/2021 13:46,11/9/2021 15:11,11/9/2021
Parker Mendez,11/9/2021 15:12,11/9/2021 17:19,11/9/2021
Zoe Bright,--,--,11/9/2021
Jaliyah Andrade,11/9/2021 13:51,11/9/2021 15:09,11/9/2021
Jaliyah Andrade,11/9/2021 15:07,11/9/2021 19:05,11/9/2021
Odin Gallagher,11/9/2021 13:59,11/9/2021 15:01,11/9/2021
Odin Gallagher,11/9/2021 15:13,11/9/2021 16:08,11/9/2021
Camila Blevins,11/9/2021 13:47,11/9/2021 15:31,11/9/2021
Camila Blevins,11/9/2021 15:32,11/9/2021 18:52,11/9/2021
Stanley Moreno,11/9/2021 13:57,11/9/2021 15:12,11/9/2021
Stanley Moreno,11/9/2021 15:12,11/9/2021 19:03,11/9/2021
Aria Reilly,--,--,11/9/2021
Amani Spencer,11/9/2021 13:58,11/9/2021 19:04,11/9/2021
Laney Hammond,11/9/2021 13:59,11/9/2021 14:41,11/9/2021
Laney Hammond,11/9/2021 14:46,11/9/2021 19:04,11/9/2021
Kaley Johnston,--,--,11/9/2021
Katherine Guzman,11/9/2021 14:13,11/9/2021 17:19,11/9/2021
Katherine Guzman,11/9/2021 16:29,11/9/2021 17:53,11/9/2021
Katherine Guzman,11/9/2021 17:47,11/9/2021 19:08,11/9/2021
Meadow Henderson,--,--,11/9/2021
Dahlia Liu,--,--,11/9/2021
Terrence Beasley,--,--,11/9/2021
Scarlett Potter,11/9/2021 13:47,11/9/2021 14:58,11/9/2021
Noelle Sosa,11/9/2021 13:51,11/9/2021 13:51,11/9/2021
Ashly Ellison,11/9/2021 14:26,11/9/2021 15:02,11/9/2021
Kamila Patel,11/9/2021 17:55,11/9/2021 18:35,11/9/2021
Deangelo Rivas,--,--,11/9/2021
Pierce Russell,11/9/2021 14:29,11/9/2021 17:18,11/9/2021
Corinne Cherry,11/9/2021 14:05,11/9/2021 19:04,11/9/2021
Damion Key,11/9/2021 14:00,11/9/2021 15:02,11/9/2021
Kaylie Nielsen,--,--,11/9/2021
Jadon Mcbride,--,--,11/9/2021
Elyse Riddle,11/9/2021 15:24,11/9/2021 16:08,11/9/2021
Elyse Riddle,11/9/2021 16:22,11/9/2021 18:16,11/9/2021
Cole Carey,11/9/2021 13:59,11/9/2021 17:17,11/9/2021
Aniya Ramsey,11/9/2021 16:12,11/9/2021 17:00,11/9/2021
Aniya Ramsey,11/9/2021 18:00,11/9/2021 19:03,11/9/2021
Lawson Carson,--,--,11/9/2021
Marissa Vargas,11/9/2021 15:52,11/9/2021 16:01,11/9/2021
Marissa Vargas,11/9/2021 17:43,11/9/2021 19:04,11/9/2021
Laney Barrett,--,--,11/9/2021
Zaria Matthews,11/9/2021 14:04,11/9/2021 14:34,11/9/2021
Jazmin Gentry,11/9/2021 14:26,11/9/2021 15:30,11/9/2021
Jazmin Gentry,11/9/2021 16:35,11/9/2021 16:37,11/9/2021
Carly Faulkner,11/9/2021 13:58,11/9/2021 14:15,11/9/2021
Evangeline Wu,--,--,11/9/2021
Jake Sawyer,11/9/2021 14:08,11/9/2021 19:05,11/9/2021
Yoselin Marshall,--,--,11/9/2021
Kaleb Salinas,11/9/2021 16:22,11/9/2021 16:40,11/9/2021
Makayla Yang,11/9/2021 14:00,11/9/2021 18:02,11/9/2021
Makayla Yang,11/9/2021 18:02,11/9/2021 18:20,11/9/2021
Bryant Cantu,--,--,11/9/2021
Trystan Rios,11/9/2021 13:53,11/9/2021 19:04,11/9/2021
Adeline Suarez,--,--,11/9/2021
Samantha Valentine,--,--,11/9/2021
Cruz Lin,--,--,11/9/2021
Rylee Clements,--,--,11/9/2021
Dayana Mcpherson,11/9/2021 13:56,11/9/2021 17:02,11/9/2021
Kendra Hamilton,--,--,11/9/2021
Kara Yu,--,--,11/9/2021
Tristen Rocha,11/9/2021 14:00,11/9/2021 15:01,11/9/2021
Walker Salazar,11/9/2021 13:58,11/9/2021 17:19,11/9/2021
Alaina Miller,11/9/2021 16:03,11/9/2021 18:51,11/9/2021
Memphis Combs,--,--,11/9/2021
Kenny Austin,--,--,11/9/2021
Regina Christian,11/9/2021 14:03,11/9/2021 17:17,11/9/2021
Audrey Mcmillan,11/9/2021 13:46,11/9/2021 15:00,11/9/2021
Audrey Mcmillan,11/9/2021 15:29,11/9/2021 18:30,11/9/2021
Audrey Mcmillan,11/9/2021 18:43,11/9/2021 19:08,11/9/2021
Rayne Ramos,11/9/2021 14:01,11/9/2021 14:29,11/9/2021
Nathen Buck,11/9/2021 13:32,11/9/2021 14:16,11/9/2021
Garrett Gibson,11/9/2021 13:54,11/9/2021 17:17,11/9/2021
Amara Conrad,--,--,11/9/2021
Aisha English,11/9/2021 14:00,11/9/2021 14:06,11/9/2021
Aisha English,11/9/2021 14:06,11/9/2021 14:10,11/9/2021
Aisha English,11/9/2021 14:10,11/9/2021 14:39,11/9/2021
Aisha English,11/9/2021 14:39,11/9/2021 14:58,11/9/2021
Aisha English,11/9/2021 15:29,11/9/2021 19:03,11/9/2021
Cameron Bruce,11/9/2021 13:55,11/9/2021 19:08,11/9/2021
Sidney Alvarez,11/9/2021 15:04,11/9/2021 16:48,11/9/2021
Elisha Booker,--,--,11/9/2021
Jennifer English,11/9/2021 14:00,11/9/2021 19:07,11/9/2021
Aubree Elliott,11/9/2021 18:11,11/9/2021 18:18,11/9/2021
Aubree Elliott,11/9/2021 13:52,11/9/2021 14:17,11/9/2021
Aubree Elliott,11/9/2021 15:32,11/9/2021 16:55,11/9/2021
Aubree Elliott,11/9/2021 16:56,11/9/2021 18:11,11/9/2021
Aubree Elliott,11/9/2021 18:18,11/9/2021 19:04,11/9/2021
Selah Moreno,11/9/2021 14:01,11/9/2021 14:31,11/9/2021
Selah Moreno,11/9/2021 14:33,11/9/2021 15:38,11/9/2021
Selah Moreno,11/9/2021 16:12,11/9/2021 16:44,11/9/2021
Selah Moreno,11/9/2021 17:30,11/9/2021 18:11,11/9/2021
Jaylah Houston,--,--,11/9/2021
Teresa Leach,11/9/2021 13:52,11/9/2021 14:11,11/9/2021
Teresa Leach,11/9/2021 14:14,11/9/2021 19:05,11/9/2021
Alannah Wright,11/9/2021 14:46,11/9/2021 19:06,11/9/2021
Gretchen Mueller,--,--,11/9/2021
Tristin Spears,11/9/2021 16:43,11/9/2021 19:05,11/9/2021
Kane Mack,11/9/2021 13:51,11/9/2021 19:04,11/9/2021
Kennedi Hendricks,--,--,11/9/2021
Estrella Savage,11/9/2021 16:45,11/9/2021 19:04,11/9/2021
Taniya Frey,11/9/2021 14:02,11/9/2021 18:58,11/9/2021
Eileen Krause,--,--,11/9/2021
Aydan Pruitt,--,--,11/9/2021
Damaris Barron,11/9/2021 13:40,11/9/2021 15:10,11/9/2021
Josephine Williamson,11/9/2021 14:06,11/9/2021 19:05,11/9/2021
Branson Rivas,11/9/2021 13:43,11/9/2021 18:03,11/9/2021
Branson Rivas,11/9/2021 18:27,11/9/2021 19:09,11/9/2021
Zander Lewis,11/9/2021 14:55,11/9/2021 15:05,11/9/2021
Zander Lewis,11/9/2021 15:16,11/9/2021 16:09,11/9/2021
Zander Lewis,11/9/2021 16:16,11/9/2021 19:04,11/9/2021
Bernard Coleman,11/9/2021 14:09,11/9/2021 19:04,11/9/2021
Bernard Coleman,11/9/2021 14:35,11/9/2021 19:04,11/9/2021
Abbigail Harding,11/9/2021 14:00,11/9/2021 14:11,11/9/2021
Abbigail Harding,11/9/2021 14:14,11/9/2021 19:03,11/9/2021
Keyla Daugherty,11/9/2021 14:44,11/9/2021 14:52,11/9/2021
Kayden Hancock,11/9/2021 13:31,11/9/2021 19:04,11/9/2021
Kaiya Cordova,11/9/2021 14:03,11/9/2021 17:03,11/9/2021
Deja Davidson,--,--,11/9/2021
Jamarcus Hart,11/9/2021 14:12,11/9/2021 19:09,11/9/2021
Cara Taylor,--,--,11/9/2021
Nicolas Maddox,11/9/2021 14:06,11/9/2021 19:09,11/9/2021
Willie Colon,--,--,11/9/2021
Hadassah Lowery,11/9/2021 14:02,11/9/2021 17:10,11/9/2021
Adalyn Gonzalez,11/9/2021 14:04,11/9/2021 17:49,11/9/2021
Kane Haley,--,--,11/9/2021
Marisol Rasmussen,11/9/2021 13:32,11/9/2021 14:31,11/9/2021
Rishi Norris,11/9/2021 13:59,11/9/2021 19:09,11/9/2021
Tamia Morgan,--,--,11/9/2021
Martin Pittman,--,--,11/9/2021
Jaylee Estes,11/9/2021 13:39,11/9/2021 15:40,11/9/2021
Jaylee Estes,11/9/2021 14:26,11/9/2021 14:37,11/9/2021
Jaylee Estes,11/9/2021 15:40,11/9/2021 17:18,11/9/2021
Jaylee Estes,11/9/2021 17:18,11/9/2021 19:05,11/9/2021
Jaylee Estes,11/9/2021 17:23,11/9/2021 17:26,11/9/2021
Jaylee Estes,11/9/2021 17:31,11/9/2021 18:59,11/9/2021
Delaney Horne,11/9/2021 13:55,11/9/2021 19:04,11/9/2021
Jayla Schmidt,11/9/2021 14:43,11/9/2021 17:16,11/9/2021
Felipe Ross,11/9/2021 13:46,11/9/2021 17:22,11/9/2021
London Savage,11/9/2021 14:08,11/9/2021 14:59,11/9/2021
Katelyn Burns,--,--,11/9/2021
Tianna Rhodes,11/9/2021 14:21,11/9/2021 17:31,11/9/2021
Keagan Payne,11/9/2021 13:58,11/9/2021 17:17,11/9/2021
Evangeline Chen,11/9/2021 13:46,11/9/2021 19:05,11/9/2021
Bethany Brennan,11/9/2021 13:55,11/9/2021 18:11,11/9/2021
Blaze Ewing,11/9/2021 13:54,11/9/2021 15:07,11/9/2021
Blaze Ewing,11/9/2021 15:06,11/9/2021 19:09,11/9/2021
Aedan Fischer,11/9/2021 17:22,11/9/2021 18:23,11/9/2021
Gunner Wilkins,--,--,11/9/2021
Lillian Holland,--,--,11/9/2021
Sage Carrillo,11/9/2021 15:01,11/9/2021 15:02,11/9/2021
Sage Carrillo,11/9/2021 18:30,11/9/2021 19:05,11/9/2021
Johnny Oneill,--,--,11/9/2021
Julien Montoya,--,--,11/9/2021
Scarlett Merritt,--,--,11/9/2021
Clare Hicks,11/9/2021 13:57,11/9/2021 19:04,11/9/2021
Clare Hicks,11/9/2021 19:05,11/9/2021 19:06,11/9/2021
Clare Hicks,11/9/2021 19:06,11/9/2021 19:06,11/9/2021
Karson Price,--,--,11/9/2021
Noelle Bailey,--,--,11/9/2021
Tristin Heath,11/9/2021 16:53,11/9/2021 17:04,11/9/2021
Tristin Heath,11/9/2021 17:27,11/9/2021 17:48,11/9/2021
Alexis Cruz,11/9/2021 13:58,11/9/2021 19:04,11/9/2021
Simone Compton,--,--,11/9/2021
Lailah Bradshaw,--,--,11/9/2021
Ansley Roy,--,--,11/9/2021
Gerardo Baldwin,11/9/2021 14:25,11/9/2021 14:57,11/9/2021
Gerardo Baldwin,11/9/2021 17:24,11/9/2021 19:04,11/9/2021
Rose Wheeler,--,--,11/9/2021
Davin Preston,11/9/2021 13:57,11/9/2021 15:58,11/9/2021
Marquise Walker,11/9/2021 14:50,11/9/2021 14:52,11/9/2021
Kade Novak,--,--,11/9/2021
Atticus Rodriguez,11/9/2021 13:51,11/9/2021 19:04,11/9/2021
Amani Hodge,11/9/2021 14:01,11/9/2021 18:05,11/9/2021
Enzo Crosby,--,--,11/9/2021
Noelle Weber,11/9/2021 13:59,11/9/2021 14:39,11/9/2021
Casey Gonzales,11/9/2021 13:57,11/9/2021 19:04,11/9/2021
Cannon Krueger,11/9/2021 14:01,11/9/2021 14:26,11/9/2021
Carissa Zuniga,11/9/2021 14:35,11/9/2021 15:02,11/9/2021
Jasmin Zavala,11/9/2021 13:58,11/9/2021 17:34,11/9/2021
Jasmin Zavala,11/9/2021 18:05,11/9/2021 19:03,11/9/2021
Alannah Oliver,11/9/2021 14:11,11/9/2021 14:14,11/9/2021
Ashanti Landry,11/9/2021 14:55,11/9/2021 15:02,11/9/2021
Ashanti Landry,11/9/2021 15:11,11/9/2021 19:04,11/9/2021
Alannah Downs,11/9/2021 13:59,11/9/2021 17:16,11/9/2021
Gilbert Salas,11/9/2021 13:52,11/9/2021 18:35,11/9/2021
Kylee Decker,11/9/2021 13:58,11/9/2021 14:50,11/9/2021
Kylee Decker,11/9/2021 15:14,11/9/2021 18:06,11/9/2021
Zion Oconnor,--,--,11/9/2021
Azul Hopkins,11/9/2021 13:34,11/9/2021 18:27,11/9/2021
Erin Werner,11/9/2021 14:01,11/9/2021 17:21,11/9/2021
Sonny Roth,11/9/2021 13:57,11/9/2021 18:48,11/9/2021
Sonny Roth,11/9/2021 18:49,11/9/2021 19:05,11/9/2021
Brennan Tyler,11/9/2021 13:51,11/9/2021 19:04,11/9/2021
Madelyn Pugh,11/9/2021 14:00,11/9/2021 19:04,11/9/2021
Raegan Wade,11/9/2021 13:50,11/9/2021 18:04,11/9/2021
Douglas Cobb,11/9/2021 13:35,11/9/2021 13:36,11/9/2021
Andrew Steele,--,--,11/9/2021
Jaida Vasquez,11/9/2021 13:50,11/9/2021 19:03,11/9/2021
Jadiel Duncan,11/9/2021 13:57,11/9/2021 17:31,11/9/2021
Elliot Nielsen,11/9/2021 14:41,11/9/2021 19:04,11/9/2021
Jaelynn Perry,11/9/2021 14:31,11/9/2021 15:01,11/9/2021
Marcus Roth,--,--,11/9/2021
